126,770,7768,-786,-3448,-118,-8,-1,77,7768,-786,-3448,-118,-8,-1,77,-671,5296,5986,53,54,14,1620,-671,5296,5986,53,54,14,1620
438,3196,7749,-753,-3487,-113,-14,-2,77,7749,-753,-3487,-113,-14,-2,77,-663,5334,5917,41,43,8,1622,-663,5334,5917,41,43,8,1622
-346,-513,7769,-758,-3439,-111,-11,-5,77,7769,-758,-3439,-111,-11,-5,77,-635,5383,6008,35,52,26,1617,-635,5383,6008,35,52,26,1617
-532,-457,7768,-757,-3470,-108,-13,-2,77,7768,-757,-3470,-108,-13,-2,77,-631,5342,5943,38,46,34,1618,-631,5342,5943,38,46,34,1618
3907,-2120,7776,-799,-3461,-120,-8,-3,77,7776,-799,-3461,-120,-8,-3,77,-665,5315,5968,57,55,8,1623,-665,5315,5968,57,55,8,1623
-16,-1773,7762,-775,-3433,-112,-13,-4,77,7762,-775,-3433,-112,-13,-4,77,-646,5345,5971,54,41,19,1621,-646,5345,5971,54,41,19,1621
292,-539,7781,-767,-3428,-108,-12,-3,77,7781,-767,-3428,-108,-12,-3,77,-619,5354,5976,69,77,-10,1618,-619,5354,5976,69,77,-10,1618
-1869,-2130,7774,-767,-3469,-112,-15,-3,77,7774,-767,-3469,-112,-15,-3,77,-652,5397,5996,33,50,18,1620,-652,5397,5996,33,50,18,1620
3060,630,7775,-752,-3461,-108,-9,-3,77,7775,-752,-3461,-108,-9,-3,77,-657,5339,5952,58,56,11,1623,-657,5339,5952,58,56,11,1623
3083,-64,7776,-762,-3453,-110,-13,-4,77,7776,-762,-3453,-110,-13,-4,77,-665,5355,5973,43,64,17,1620,-665,5355,5973,43,64,17,1620
1120,2340,7766,-774,-3459,-114,-11,-4,77,7766,-774,-3459,-114,-11,-4,77,-652,5334,5924,55,63,16,1620,-652,5334,5924,55,63,16,1620
-2908,3046,7767,-763,-3465,-113,-9,-3,77,7767,-763,-3465,-113,-9,-3,77,-640,5326,5941,47,46,11,1622,-640,5326,5941,47,46,11,1622
2915,-434,7757,-761,-3450,-111,-11,-4,77,7757,-761,-3450,-111,-11,-4,77,-648,5322,5955,43,55,12,1622,-648,5322,5955,43,55,12,1622
-2046,1563,7769,-753,-3444,-107,-14,-4,77,7769,-753,-3444,-107,-14,-4,77,-599,5317,5919,71,65,0,1618,-599,5317,5919,71,65,0,1618
-2184,1663,7759,-770,-3452,-110,-11,-4,77,7759,-770,-3452,-110,-11,-4,77,-677,5315,5953,41,49,6,1620,-677,5315,5953,41,49,6,1620
1078,-813,7773,-772,-3445,-111,-12,-3,77,7773,-772,-3445,-111,-12,-3,77,-636,5365,5976,18,54,38,1615,-636,5365,5976,18,54,38,1615
662,-3360,7737,-769,-3447,-114,-14,-3,77,7737,-769,-3447,-114,-14,-3,77,-683,5341,5974,40,53,11,1624,-683,5341,5974,40,53,11,1624
-5166,3335,7761,-777,-3472,-109,-11,-2,77,7761,-777,-3472,-109,-11,-2,77,-704,5342,5977,45,47,15,1625,-704,5342,5977,45,47,15,1625
1166,-2194,7766,-752,-3475,-108,-14,-1,77,7766,-752,-3475,-108,-14,-1,77,-670,5322,5947,76,60,9,1621,-670,5322,5947,76,60,9,1621
40,-3129,7788,-768,-3443,-108,-11,-3,77,7788,-768,-3443,-108,-11,-3,77,-712,5302,5952,36,44,15,1621,-712,5302,5952,36,44,15,1621
2181,-4120,7742,-763,-3499,-110,-12,-2,77,7742,-763,-3499,-110,-12,-2,77,-674,5377,5965,49,53,15,1625,-674,5377,5965,49,53,15,1625
3805,830,7765,-749,-3464,-109,-10,-3,77,7765,-749,-3464,-109,-10,-3,77,-654,5331,5945,57,56,10,1623,-654,5331,5945,57,56,10,1623
-2100,3144,7755,-783,-3499,-110,-12,-2,77,7755,-783,-3499,-110,-12,-2,77,-651,5342,5948,38,47,17,1622,-651,5342,5948,38,47,17,1622
458,-1642,7779,-772,-3442,-112,-13,-1,77,7779,-772,-3442,-112,-13,-1,77,-650,5348,5933,28,53,25,1620,-650,5348,5933,28,53,25,1620
804,-2216,7767,-773,-3447,-110,-13,-3,77,7767,-773,-3447,-110,-13,-3,77,-652,5306,5927,62,51,-1,1621,-652,5306,5927,62,51,-1,1621
-4972,2854,7783,-782,-3449,-112,-10,0,77,7783,-782,-3449,-112,-10,0,77,-646,5342,5940,66,50,9,1625,-646,5342,5940,66,50,9,1625
-1522,-4485,7774,-729,-3446,-110,-13,-2,77,7774,-729,-3446,-110,-13,-2,77,-657,5343,5953,44,41,13,1621,-657,5343,5953,44,41,13,1621
813,2967,7755,-770,-3447,-105,-15,-5,77,7755,-770,-3447,-105,-15,-5,77,-637,5334,5934,58,57,12,1620,-637,5334,5934,58,57,12,1620
3736,759,7770,-749,-3464,-108,-10,-3,77,7770,-749,-3464,-108,-10,-3,77,-657,5332,5945,58,56,11,1623,-657,5332,5945,58,56,11,1623
-329,-2044,7771,-776,-3454,-112,-14,-2,77,7771,-776,-3454,-112,-14,-2,77,-656,5377,5992,43,54,13,1624,-656,5377,5992,43,54,13,1624
-192,514,7754,-767,-3453,-111,-11,-2,77,7754,-767,-3453,-111,-11,-2,77,-624,5378,5931,71,74,-16,1618,-624,5378,5931,71,74,-16,1618
-1688,-1483,7747,-782,-3418,-108,-11,-3,77,7747,-782,-3418,-108,-11,-3,77,-620,5358,5982,54,43,-4,1615,-620,5358,5982,54,43,-4,1615
-1198,52,7766,-756,-3450,-108,-13,-4,77,7766,-756,-3450,-108,-13,-4,77,-616,5298,5980,38,46,18,1618,-616,5298,5980,38,46,18,1618
14,272,7775,-762,-3438,-108,-12,-3,77,7775,-762,-3438,-108,-12,-3,77,-623,5393,5995,55,36,17,1613,-623,5393,5995,55,36,17,1613
-4720,2485,7770,-779,-3460,-113,-10,-3,77,7770,-779,-3460,-113,-10,-3,77,-672,5331,5946,53,53,18,1625,-672,5331,5946,53,53,18,1625
378,116,7768,-766,-3457,-112,-12,-6,77,7768,-766,-3457,-112,-12,-6,77,-641,5319,5939,63,48,11,1611,-641,5319,5939,63,48,11,1611
-2494,1632,7772,-790,-3439,-112,-12,-5,77,7772,-790,-3439,-112,-12,-5,77,-639,5372,5979,57,76,2,1621,-639,5372,5979,57,76,2,1621
-125,700,7769,-777,-3456,-108,-14,-4,77,7769,-777,-3456,-108,-14,-4,77,-611,5355,5976,63,24,0,1612,-611,5355,5976,63,24,0,1612
642,708,7780,-743,-3462,-112,-9,0,77,7780,-743,-3462,-112,-9,0,77,-622,5362,5963,49,31,14,1614,-622,5362,5963,49,31,14,1614
-51,-171,7770,-774,-3459,-108,-11,-4,77,7770,-774,-3459,-108,-11,-4,77,-622,5355,5961,63,31,17,1613,-622,5355,5961,63,31,17,1613
-610,2104,7757,-757,-3421,-111,-12,-1,77,7757,-757,-3421,-111,-12,-1,77,-619,5358,5985,72,26,-1,1621,-619,5358,5985,72,26,-1,1621
-9,356,7759,-804,-3428,-119,-7,-3,77,7759,-804,-3428,-119,-7,-3,77,-687,5315,5943,43,51,16,1620,-687,5315,5943,43,51,16,1620
288,-2947,7779,-765,-3413,-107,-13,-2,77,7779,-765,-3413,-107,-13,-2,77,-638,5335,5996,68,60,15,1621,-638,5335,5996,68,60,15,1621
614,3115,7757,-776,-3478,-105,-14,-4,77,7757,-776,-3478,-105,-14,-4,77,-618,5338,5940,60,54,12,1620,-618,5338,5940,60,54,12,1620
747,1162,7778,-763,-3464,-106,-15,-3,77,7778,-763,-3464,-106,-15,-3,77,-627,5313,5977,48,47,23,1620,-627,5313,5977,48,47,23,1620
158,-2304,7765,-776,-3455,-110,-12,-2,77,7765,-776,-3455,-110,-12,-2,77,-668,5331,5953,39,49,18,1620,-668,5331,5953,39,49,18,1620
3068,-276,7778,-761,-3447,-110,-13,-4,77,7778,-761,-3447,-110,-13,-4,77,-675,5351,5963,43,64,17,1620,-675,5351,5963,43,64,17,1620
-1606,3202,7768,-768,-3439,-111,-14,-3,77,7768,-768,-3439,-111,-14,-3,77,-652,5368,6006,43,51,14,1622,-652,5368,6006,43,51,14,1622
989,-3866,7732,-757,-3476,-112,-12,-2,77,7732,-757,-3476,-112,-12,-2,77,-658,5380,5989,49,55,14,1625,-658,5380,5989,49,55,14,1625
14,-130,7768,-772,-3455,-114,-12,-1,77,7768,-772,-3455,-114,-12,-1,77,-629,5340,6003,55,59,5,1618,-629,5340,6003,55,59,5,1618
-717,158,7761,-784,-3460,-106,-14,-3,77,7761,-784,-3460,-106,-14,-3,77,-610,5370,5909,82,48,-21,1620,-610,5370,5909,82,48,-21,1620
1222,-1780,7767,-770,-3463,-108,-15,-3,77,7767,-770,-3463,-108,-15,-3,77,-651,5350,5970,54,25,12,1621,-651,5350,5970,54,25,12,1621
-150,-5304,7753,-756,-3475,-108,-12,-1,77,7753,-756,-3475,-108,-12,-1,77,-670,5375,5938,50,50,17,1620,-670,5375,5938,50,50,17,1620
-216,1694,7761,-760,-3478,-106,-11,-3,77,7761,-760,-3478,-106,-11,-3,77,-654,5321,5933,38,46,22,1622,-654,5321,5933,38,46,22,1622
-1558,-734,7766,-750,-3454,-113,-12,-2,77,7766,-750,-3454,-113,-12,-2,77,-628,5375,5920,33,40,8,1615,-628,5375,5920,33,40,8,1615
488,2284,7755,-755,-3437,-108,-9,-3,77,7755,-755,-3437,-108,-9,-3,77,-680,5336,5959,39,35,6,1619,-680,5336,5959,39,35,6,1619
1620,-4544,7757,-756,-3440,-111,-12,-4,77,7757,-756,-3440,-111,-12,-4,77,-628,5331,5954,44,54,7,1620,-628,5331,5954,44,54,7,1620
-59,1202,7750,-779,-3450,-110,-12,-3,77,7750,-779,-3450,-110,-12,-3,77,-627,5318,5942,58,26,0,1612,-627,5318,5942,58,26,0,1612
1096,-3711,7766,-756,-3476,-110,-14,-2,77,7766,-756,-3476,-110,-14,-2,77,-672,5314,5978,67,55,-8,1621,-672,5314,5978,67,55,-8,1621
-2176,477,7756,-776,-3434,-107,-15,-5,77,7756,-776,-3434,-107,-15,-5,77,-671,5333,5925,42,58,14,1622,-671,5333,5925,42,58,14,1622
1202,3746,7780,-764,-3439,-101,-13,-2,77,7780,-764,-3439,-101,-13,-2,77,-629,5325,5967,51,40,10,1617,-629,5325,5967,51,40,10,1617
3820,270,7752,-801,-3448,-107,-14,-4,77,7752,-801,-3448,-107,-14,-4,77,-643,5308,5980,60,58,7,1623,-643,5308,5980,60,58,7,1623
-2225,3222,7794,-772,-3465,-110,-12,-2,77,7794,-772,-3465,-110,-12,-2,77,-683,5396,5943,54,43,5,1624,-683,5396,5943,54,43,5,1624
12,232,7773,-756,-3437,-108,-13,-3,77,7773,-756,-3437,-108,-13,-3,77,-623,5391,5988,56,37,17,1613,-623,5391,5988,56,37,17,1613
-390,-968,7773,-747,-3420,-107,-12,-4,77,7773,-747,-3420,-107,-12,-4,77,-638,5344,6002,31,47,35,1618,-638,5344,6002,31,47,35,1618
495,2904,7750,-760,-3453,-107,-15,-5,77,7750,-760,-3453,-107,-15,-5,77,-658,5376,5952,68,50,5,1620,-658,5376,5952,68,50,5,1620
-502,2074,7757,-767,-3427,-112,-12,-1,77,7757,-767,-3427,-112,-12,-1,77,-619,5365,5980,72,27,1,1621,-619,5365,5980,72,27,1,1621
226,-106,7777,-774,-3457,-114,-11,-3,77,7777,-774,-3457,-114,-11,-3,77,-634,5312,5986,59,54,11,1611,-634,5312,5986,59,54,11,1611
-62,-346,7751,-756,-3452,-107,-17,-7,77,7751,-756,-3452,-107,-17,-7,77,-603,5378,5935,56,50,16,1614,-603,5378,5935,56,50,16,1614
-146,-2340,7759,-770,-3442,-113,-11,-3,77,7759,-770,-3442,-113,-11,-3,77,-674,5380,5995,40,39,15,1621,-674,5380,5995,40,39,15,1621
-284,1131,7767,-769,-3472,-106,-14,-5,77,7767,-769,-3472,-106,-14,-5,77,-646,5336,5966,32,44,33,1620,-646,5336,5966,32,44,33,1620
1043,-2230,7782,-770,-3429,-109,-13,-3,77,7782,-770,-3429,-109,-13,-3,77,-664,5311,5944,65,52,0,1621,-664,5311,5944,65,52,0,1621
-328,1456,7787,-766,-3461,-111,-13,-1,77,7787,-766,-3461,-111,-13,-1,77,-646,5328,5956,72,65,-15,1618,-646,5328,5956,72,65,-15,1618
-77,-374,7773,-772,-3437,-114,-11,-4,77,7773,-772,-3437,-114,-11,-4,77,-623,5368,5961,61,29,15,1613,-623,5368,5961,61,29,15,1613
-392,-2330,7750,-775,-3457,-108,-13,-2,77,7750,-775,-3457,-108,-13,-2,77,-685,5339,5966,52,42,15,1621,-685,5339,5966,52,42,15,1621
-2812,-2350,7746,-777,-3454,-109,-14,-5,77,7746,-777,-3454,-109,-14,-5,77,-644,5395,5934,45,56,13,1621,-644,5395,5934,45,56,13,1621
-130,-666,7748,-733,-3452,-110,-13,-4,77,7748,-733,-3452,-110,-13,-4,77,-623,5353,5984,52,39,8,1612,-623,5353,5984,52,39,8,1612
144,-2524,7750,-767,-3466,-109,-11,-4,77,7750,-767,-3466,-109,-11,-4,77,-684,5323,5956,50,42,2,1621,-684,5323,5956,50,42,2,1621
-3516,3066,7770,-774,-3429,-113,-13,-3,77,7770,-774,-3429,-113,-13,-3,77,-661,5338,5940,52,39,21,1624,-661,5338,5940,52,39,21,1624
368,-2028,7759,-759,-3450,-114,-11,-2,77,7759,-759,-3450,-114,-11,-2,77,-614,5343,5976,44,41,17,1621,-614,5343,5976,44,41,17,1621
-274,-282,7761,-766,-3446,-109,-13,-5,77,7761,-766,-3446,-109,-13,-5,77,-618,5380,5902,55,29,3,1612,-618,5380,5902,55,29,3,1612
848,2992,7749,-763,-3469,-113,-13,-2,77,7749,-763,-3469,-113,-13,-2,77,-668,5347,5915,41,41,7,1622,-668,5347,5915,41,41,7,1622
-171,-1238,7777,-727,-3469,-108,-12,0,77,7777,-727,-3469,-108,-12,0,77,-607,5351,5903,61,46,15,1614,-607,5351,5903,61,46,15,1614
-5336,2992,7774,-780,-3462,-112,-11,-4,77,7774,-780,-3462,-112,-11,-4,77,-673,5316,5959,47,47,11,1625,-673,5316,5959,47,47,11,1625
1002,-2388,7755,-776,-3465,-110,-13,-4,77,7755,-776,-3465,-110,-13,-4,77,-646,5299,5925,60,51,-2,1621,-646,5299,5925,60,51,-2,1621
408,498,7747,-755,-3441,-110,-12,-2,77,7747,-755,-3441,-110,-12,-2,77,-595,5387,5940,30,40,24,1617,-595,5387,5940,30,40,24,1617
478,-653,7772,-748,-3464,-118,-6,-2,77,7772,-748,-3464,-118,-6,-2,77,-613,5363,5910,65,64,-4,1620,-613,5363,5910,65,64,-4,1620
1590,3784,7750,-753,-3425,-111,-13,-2,77,7750,-753,-3425,-111,-13,-2,77,-655,5412,5969,70,53,4,1616,-655,5412,5969,70,53,4,1616
224,-1824,7768,-746,-3486,-110,-13,-3,77,7768,-746,-3486,-110,-13,-3,77,-593,5392,5951,48,56,9,1615,-593,5392,5951,48,56,9,1615
-1833,-3837,7770,-765,-3445,-109,-12,-3,77,7770,-765,-3445,-109,-12,-3,77,-630,5322,5953,46,60,8,1625,-630,5322,5953,46,60,8,1625
1440,404,7766,-799,-3456,-112,-13,-3,77,7766,-799,-3456,-112,-13,-3,77,-623,5371,5957,75,48,-7,1620,-623,5371,5957,75,48,-7,1620
-2891,-1618,7782,-759,-3489,-109,-14,-5,77,7782,-759,-3489,-109,-14,-5,77,-630,5294,5919,64,47,-4,1621,-630,5294,5919,64,47,-4,1621
3736,180,7748,-801,-3446,-107,-14,-4,77,7748,-801,-3446,-107,-14,-4,77,-645,5310,5980,61,58,7,1623,-645,5310,5980,61,58,7,1623
1550,-640,7783,-741,-3431,-111,-12,-3,77,7783,-741,-3431,-111,-12,-3,77,-651,5311,5961,24,46,32,1616,-651,5311,5961,24,46,32,1616
-824,1096,7778,-743,-3449,-114,-11,-2,77,7778,-743,-3449,-114,-11,-2,77,-648,5358,5969,62,43,12,1620,-648,5358,5969,62,43,12,1620
-4166,2754,7754,-801,-3473,-110,-15,-2,77,7754,-801,-3473,-110,-15,-2,77,-680,5384,5995,55,57,7,1625,-680,5384,5995,55,57,7,1625
