0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1201,0,-4,4,6,-14,2,-6,-5,-6,-5,-1,-4,-4,6,4,2,-7,-7,0,-10,-5,-12,1,-9,4,-4,3248,1254,12
815,0,-8,-7,-10,-9,-15,-8,-12,-9,0,26,-7,-7,8,-23,-14,-8,-8,-11,-14,-9,14,-8,-4,-8,-3,-3015,986,75
1499,0,47,34,19,11,22,31,26,38,21,-44,12,18,36,58,28,15,26,27,34,27,-3,15,27,18,46,-2492,108,-31
775,0,18,19,15,15,11,20,11,18,24,-29,14,16,14,25,12,5,6,14,9,9,36,9,24,4,16,-3100,-1610,6
86,0,0,-1,-5,-6,-2,2,4,8,7,14,-4,-2,7,-9,-6,-4,4,-5,0,-2,5,2,-3,5,11,252,-647,2
1403,0,-13,6,8,-3,1,1,2,-4,0,138,-3,-9,19,10,3,-7,-21,-1,-4,-4,4,-5,-9,-3,0,-1044,-1584,-41
426,0,-31,-30,-27,-40,-33,-31,-39,-23,-82,84,-27,-33,-32,-28,-27,-53,-45,-28,-52,-33,-67,-25,-37,-30,-49,934,-1002,76
1481,0,4,46,13,7,7,10,8,1,4,-29,10,3,15,1,18,2,2,17,9,10,-13,7,7,7,13,-2584,-2581,-38
777,0,2,-5,2,6,5,4,8,11,12,-6,1,3,0,-9,0,7,8,4,5,4,11,2,-2,3,4,2370,-2713,37
799,0,-10,-11,8,18,0,3,-2,4,-3,-9,4,1,-15,10,8,6,1,9,11,2,9,1,-3,-4,-1,1012,-1924,24
165,0,-5,-3,-10,-12,-6,-10,-1,-5,-14,66,-11,-15,0,17,-10,-22,-7,-10,-13,-6,-46,-7,-14,4,-16,2974,-2149,-79
54,0,14,21,24,12,15,15,7,15,7,19,14,18,11,23,21,17,10,22,17,13,17,17,17,5,16,-556,-550,-2
863,0,11,14,10,10,3,8,5,8,1,19,12,11,23,-5,9,13,7,12,3,12,-14,10,9,1,7,-3382,-16,65
1287,0,16,27,13,12,14,20,20,18,25,17,13,17,20,28,12,14,11,8,14,13,22,10,27,20,34,-2963,-1540,-4
166,0,-6,-4,-11,-12,-6,-10,-1,-4,-16,67,-11,-15,-2,16,-10,-22,-8,-11,-12,-6,-45,-7,-15,4,-12,2851,-2172,-78
86,0,23,22,24,30,24,17,24,15,28,5,21,20,32,19,21,37,23,25,45,21,15,20,20,23,26,3250,2740,-24
149,0,14,14,10,11,13,16,9,14,-22,21,10,13,5,14,11,25,21,11,10,12,-78,9,16,8,19,3034,2146,-12
200,0,1,1,5,4,3,8,8,3,12,19,8,3,0,-5,5,-6,5,2,5,4,-18,7,1,12,2,2661,-1937,-65
1245,0,12,6,-7,-15,0,-3,3,0,8,8,-2,-1,21,0,-4,-5,-1,-6,-7,-2,9,-6,1,5,0,526,62,8
113,0,-14,-23,-29,-16,-25,-19,-18,-8,-5,8,-19,-15,-8,1,-25,-23,-17,-26,-18,-23,-16,-18,-9,-13,-6,1868,-38,10
306,0,-41,-42,-48,-30,-52,-50,-49,-69,16,-22,-37,-41,-38,-37,-51,-48,-30,-44,2,-38,-6,-37,-43,-43,-47,-3706,-3672,54
987,0,-9,-8,16,9,4,0,0,-5,-9,-14,4,-1,-9,-12,9,-1,-3,7,5,3,-3,6,-3,7,-5,264,-956,11
501,0,6,6,-1,2,0,4,3,10,-1,11,4,6,5,-8,-2,1,4,2,4,-2,-7,2,7,-1,3,-2649,3171,20
653,0,-16,-17,-22,-14,-17,-11,-17,-15,-53,-23,-19,-12,-11,-14,-18,46,-21,-16,-17,-19,-52,-22,-12,-28,-20,-4882,1508,-20
1009,0,1,-5,-12,-17,-11,-9,-13,-11,-11,-6,-8,-7,6,-7,-8,-8,-12,-9,-8,-7,-9,-16,-8,-14,-10,964,-1598,12
1198,0,-10,-7,-5,-8,-6,-9,-8,-10,-10,1,-3,-7,-4,-13,-3,-12,-11,-6,-12,-11,-12,-3,-9,3,-6,3369,1386,12
1394,0,21,-7,-4,-5,2,7,-1,-4,-5,73,0,-1,3,-18,3,0,-14,0,5,0,-1,2,12,4,6,-123,-518,-34
589,0,-4,-12,-5,-8,-9,-5,-5,-5,-15,2,-3,-4,12,1,-9,-3,-5,-8,-7,-8,-7,-7,-7,-12,-13,-620,1085,16
768,0,8,11,2,9,8,6,9,13,14,-2,5,10,-8,11,1,8,8,6,10,7,20,5,8,9,5,2840,-2538,42
17,0,18,27,0,-10,6,4,1,5,3,8,1,9,9,3,-1,2,5,4,2,5,7,7,11,2,8,-448,-842,0
1042,0,8,-4,14,19,9,18,10,13,6,8,16,16,-30,-4,13,12,12,12,13,14,4,14,16,21,16,332,-1346,20
1447,0,1,-17,6,9,4,3,0,-8,3,-16,-1,-6,9,-8,9,5,-9,3,4,1,10,5,2,3,5,-1113,-3023,-48
964,0,-3,1,-1,-12,-1,-8,-1,1,8,-9,-3,0,4,13,0,-12,1,-3,-5,-5,12,-1,-6,-4,-1,96,-1059,49
285,0,-23,-5,-21,-30,-23,-20,-20,-19,-21,-14,-18,-16,-16,-14,-23,-27,-21,-26,-25,-25,-23,-13,-16,-16,-19,-727,-768,10
395,0,-31,-33,-39,-48,-41,-37,-52,-47,-106,45,-26,-42,-35,-57,-31,-78,-38,-34,-59,-42,-119,-34,-43,-38,-52,3856,-3488,80
428,0,-6,-5,0,6,-4,3,0,5,-4,3,0,-3,-5,-10,1,-2,1,1,7,-3,-10,-1,-3,0,2,-2524,2007,18
1328,0,-11,6,7,-2,7,8,5,-1,5,6,3,1,0,14,8,31,13,4,4,-27,-20,4,6,11,4,-106,-1638,-14
450,0,-17,-11,-13,-7,-11,-11,-11,-12,3,10,-17,-17,-16,-2,-8,-5,-11,-9,-3,-5,3,-13,-18,-12,-7,-797,-1717,-68
669,0,5,25,31,24,26,19,20,31,17,12,14,15,12,26,25,26,23,28,20,22,30,18,7,17,14,-319,-1260,-32
31,0,0,-15,1,13,-1,1,-2,4,5,8,7,3,12,3,5,1,0,3,4,-3,3,2,3,-3,3,119,-394,4
1341,0,4,16,6,0,2,4,0,-4,1,4,5,-2,25,-17,9,2,-2,3,15,7,-17,-5,2,-1,2,-508,-356,-14
722,0,-10,-26,16,26,9,5,7,8,9,-3,3,2,-10,-16,6,11,4,9,8,9,23,11,1,12,6,1362,-1454,56
951,0,27,11,3,0,10,8,9,11,17,5,9,13,21,20,8,11,10,10,11,10,16,6,8,2,5,852,-742,12
413,0,-11,-8,-1,-2,0,-7,-1,-7,9,18,-10,-11,-5,-2,-3,-1,2,-1,5,4,14,-3,-18,-7,-4,1740,-805,-84
794,0,-14,-10,-16,-15,-15,-13,-8,-9,8,-11,-14,-14,-1,-7,-18,-13,-18,-14,-21,-13,19,-15,-20,-11,-18,-1820,243,20
214,0,-27,-18,-10,-21,-17,-23,-16,-20,-15,-6,-15,-16,-19,-20,-17,-20,-17,-16,-22,-16,-20,-8,-26,-11,-25,-577,36,9
989,0,12,2,12,13,9,11,6,6,5,0,13,10,8,6,14,7,7,11,13,10,9,8,13,2,4,353,-902,14
1164,0,-30,-10,-33,-53,-21,-36,-34,-35,-41,-34,-29,-31,-13,-41,-33,-38,-30,-36,-46,-34,-36,-29,-41,-22,-45,1524,2152,21
292,0,-41,-46,-45,-29,-50,-43,-48,-57,3,-76,-37,-36,-52,-26,-47,-37,-29,-40,1,-45,-23,-38,-40,-44,-38,-3795,-5323,50
507,0,-19,-17,-25,-18,-21,-21,-23,-24,-24,-8,-18,-23,-16,-14,-20,-33,-24,-20,-16,-16,-48,-22,-27,-27,-23,1920,3226,-44
326,0,-9,-10,-6,-11,-7,-9,-3,8,5,24,-11,-5,-10,15,-7,-11,-3,-8,-11,-8,-7,3,-8,2,0,-1242,91,8
560,0,12,16,-6,1,-2,7,1,13,3,20,5,8,13,12,0,8,5,2,7,2,7,1,9,-7,7,-1292,2686,14
1383,0,-3,39,34,18,18,20,13,6,4,31,20,15,-5,28,27,16,4,21,25,13,15,16,18,16,6,-836,-1003,-34
223,0,-4,-4,-5,-8,-8,-4,-6,-8,-2,5,-6,-9,12,-8,-7,-6,-5,-6,-3,-2,-24,-6,-11,-10,-9,2529,-1177,-65
1086,0,13,7,13,18,13,19,10,21,15,14,15,15,-1,22,16,18,14,15,12,15,27,6,13,7,10,-314,-1818,-12
832,0,1,7,-3,2,-4,6,6,8,-5,68,-1,4,-12,13,-5,10,0,-4,1,6,21,0,9,2,3,-3535,644,77
341,0,4,-4,-12,-8,-4,-1,1,7,4,16,-8,-5,3,18,-8,-4,5,-7,-5,-2,0,3,-5,-2,-1,-936,65,12
152,0,18,17,18,13,14,23,17,19,-18,71,21,18,3,6,13,10,17,15,19,17,-40,19,12,21,5,-65,-77,-74
147,0,0,0,-6,4,0,4,8,19,14,37,-6,-2,5,31,-1,2,12,-3,4,8,10,-1,-3,5,16,2555,170,-4
840,0,8,3,-8,-3,-6,-3,2,-3,1,37,3,1,18,-10,-5,10,3,-3,2,6,15,-4,-3,-6,-13,-3550,1586,74
913,0,9,10,8,-2,1,-1,-1,1,-3,-17,7,11,18,8,8,26,-7,9,0,1,-38,5,7,-5,-6,-3050,83,51
1107,0,-2,-9,1,5,-3,-2,-4,-4,-7,-8,3,-3,14,11,2,-3,-4,-2,-5,-2,-12,-5,-1,-3,-9,-214,-906,-4
848,0,-1,5,-11,-7,-6,-1,-4,3,-8,-9,-5,1,-20,-8,-11,-6,-4,-7,-7,-7,-7,-3,0,4,4,1217,-1476,27
966,0,-7,-5,11,13,5,4,4,8,2,2,4,6,-18,0,6,3,-2,7,6,3,9,10,5,8,9,774,-1130,10
1072,0,-15,-9,16,17,2,4,-1,-2,-7,-14,11,3,-12,-3,11,0,-3,6,0,2,-13,4,-1,9,-5,-810,-638,2
965,0,0,3,2,-9,1,-5,1,4,10,-5,0,2,6,17,2,-10,4,0,-4,-2,21,2,-1,-2,1,-315,-894,50
404,0,-1,0,3,9,2,9,-3,1,10,7,1,-3,-4,-3,8,10,8,8,13,7,5,2,-4,-10,-4,2053,-707,-84
155,0,-7,-21,-8,-5,-7,-6,-7,-5,-9,-3,-6,-6,-16,-19,-7,-7,-8,-9,-5,-5,-5,0,-10,-1,-6,1749,-384,6
665,0,17,41,42,33,30,31,29,40,29,19,32,33,21,30,39,39,35,40,33,33,32,28,24,18,29,-557,-1362,-28
661,0,21,17,11,3,10,7,9,12,7,-10,12,11,18,12,15,16,13,18,8,11,-2,10,6,3,-9,-515,-698,-34
1002,0,-7,-14,26,28,15,12,5,10,0,13,9,8,-28,-4,18,13,5,18,18,14,14,15,6,13,11,638,-1174,-1
489,0,-32,-30,-17,-28,-23,-23,-22,-19,-34,-126,-26,-25,-31,-20,-27,-40,-25,-28,-35,-23,-41,-30,-29,-20,-29,2716,-3976,100
121,0,0,-1,-4,3,2,0,0,-4,13,-27,-3,-5,15,14,-3,-3,6,-1,9,-8,-32,-5,-3,-6,7,3246,2504,-2
176,0,-16,-21,-7,-10,-11,-15,-11,-12,-7,2,-11,-11,-10,-6,-10,-14,-10,-12,-13,-11,-14,-7,-13,-9,-15,-286,-912,6
154,0,12,14,4,5,11,11,11,11,-24,25,7,6,9,15,7,17,19,8,1,12,-82,9,4,6,1,3070,2194,-24
378,0,-29,-34,-33,-21,-29,-29,-25,-28,-16,-12,-28,-31,-13,-16,-31,-28,-22,-31,-26,-27,8,-26,-28,-28,-28,416,-690,-84
23,0,-7,-3,11,5,4,8,-2,4,-12,-32,2,3,-18,5,7,5,-8,1,3,-2,-1,4,8,8,6,-3288,-2843,-114
317,0,-41,-40,-51,-36,-43,-47,-44,-52,23,-108,-44,-43,-40,-42,-51,-46,-49,-47,-6,-38,36,-40,-50,-37,-44,-3630,-3533,52
1203,0,5,3,17,-10,12,1,3,2,-2,4,-1,2,1,13,11,3,2,9,-2,5,-5,10,-4,12,3,2989,1078,10
24,0,-1,-6,5,10,6,4,4,5,0,6,5,3,-1,-12,6,3,4,5,4,4,6,6,1,4,6,-592,-1282,-2
310,0,-40,-41,-46,-23,-47,-46,-43,-66,11,-34,-32,-40,-36,-40,-46,-42,-28,-42,-8,-33,13,-32,-39,-35,-46,-3700,-3984,52
500,0,-12,-11,-9,-5,-4,-7,-9,-9,-16,30,-2,-10,-9,-12,-5,-19,69,-6,1,3,-37,-5,-16,-13,-10,1881,4052,-40
578,0,-3,-4,-5,-2,-2,-4,-3,-9,-21,-12,-7,-13,-2,1,-5,-21,-1,-2,1,-3,-66,-4,-14,-7,-10,1624,604,-46
236,0,-36,-38,-42,-27,-35,-30,-41,-39,-41,247,-29,-33,-41,-24,-35,-31,-43,-38,2,-37,-80,-29,-33,-34,-32,-4544,2383,36
875,0,9,-3,-2,0,3,0,0,0,-2,2,2,2,-1,-1,0,0,3,2,5,2,6,0,0,3,1,4424,-382,15
195,0,13,11,-4,0,2,6,-8,2,-67,66,13,6,2,11,7,-10,26,2,-15,12,-144,6,8,-6,-5,2816,-4538,20
938,0,5,6,-18,-24,-10,-10,-10,-9,1,-9,-10,-6,0,-14,-13,-9,-15,-10,-8,-10,-8,-14,-11,-13,-8,763,-904,6
197,0,13,10,-4,-1,1,5,-11,1,-64,60,10,4,-1,14,8,-12,25,2,-14,13,-140,5,4,-6,-6,2786,-4452,22
51,0,19,17,8,13,11,21,19,25,29,42,17,21,29,40,10,15,11,5,5,10,-22,10,26,15,26,-4490,-944,-86
346,0,-13,-4,-12,-13,-13,-7,-9,-3,-5,6,-7,-6,-7,-4,-10,-14,-4,-14,-10,-12,-8,-5,-7,-12,-10,-777,-44,12
7,0,3,-2,9,19,6,7,7,10,18,5,7,6,13,-6,10,17,15,11,46,4,24,11,6,3,13,3302,-61,-26
472,0,-30,-24,-21,-32,-27,-25,-32,-27,-48,-167,-26,-28,-23,-48,-25,-29,-46,-27,-37,-32,-20,-15,-27,-23,-48,2231,-862,102
539,0,-6,-7,-16,-8,-12,-13,-14,-25,-27,20,-9,-17,-6,-8,-11,-24,-10,-11,-7,-10,-52,-11,-13,-17,-22,1235,2546,-51
425,0,-28,-24,-27,-29,-23,-36,-23,-34,-15,1,-25,-27,-17,-29,-27,-27,-24,-24,-29,-22,-7,-17,-37,-19,-34,1338,105,-66
385,0,-4,-10,-15,-25,-17,-11,-17,-12,-17,-10,-15,-13,-7,-26,-14,-16,-12,-11,-15,-17,-19,-10,-14,-16,-10,-1668,236,12
328,0,-5,-6,-7,-8,-9,-6,-11,-12,3,13,-6,-6,-4,-7,-5,-3,-6,-3,-3,-8,9,-5,-10,-14,-2,440,-342,-106
662,0,-3,-1,-6,0,-2,5,1,8,-13,-17,-7,-2,9,6,-5,40,-5,-1,-5,-6,-8,-8,-4,-7,-2,-4810,1460,-16
8,0,3,-2,9,18,5,6,7,8,17,5,6,4,16,-10,9,17,12,10,43,3,21,10,5,5,9,2547,622,-28
248,0,-24,-24,-31,-16,-33,-17,-29,-23,-7,176,-24,-21,-43,10,-26,-17,-22,-25,-7,-19,-72,-23,-19,-29,-12,-4112,2552,42
243,0,-8,-10,-26,-23,-19,-13,-16,-8,-5,7,-14,-13,1,1,-20,-16,-9,-20,-17,-15,-12,-18,-19,-25,-21,-432,562,1
387,0,-23,-25,-30,-34,-34,-27,-45,-41,-92,40,-17,-31,-29,-30,-21,-55,-27,-22,-46,-33,-85,-27,-35,-36,-43,3669,-3486,70
325,0,-10,-14,-15,-11,-17,-11,-18,-19,-7,3,-11,-12,-12,-15,-12,-9,-16,-12,-7,-14,-2,-11,-9,-17,-13,608,-362,-104
936,0,7,-3,-15,-19,-8,-11,-9,-13,0,-10,-10,-7,-2,-12,-11,-8,-14,-8,-7,-9,-6,-12,-9,-10,-14,951,-966,6
188,0,8,6,9,9,5,15,5,5,-6,36,11,6,-2,7,8,-3,10,6,14,10,-6,10,8,4,1,2692,-2030,-67
80,0,30,32,29,30,29,30,29,29,30,1,26,34,12,30,28,49,29,33,33,26,35,23,35,21,40,3884,2746,-20
312,0,-10,-39,-23,-19,-20,-17,-15,-13,-13,-2,-19,-17,-8,-5,-21,-22,-14,-25,-21,-19,-17,-13,-14,-13,-15,-1138,-315,10
1459,0,18,26,13,5,12,12,18,8,19,21,10,8,25,16,12,10,-1,15,22,8,4,8,8,13,10,-2721,-2776,-32
425,0,-29,-27,-26,-38,-31,-29,-38,-23,-83,95,-25,-31,-31,-30,-25,-52,-43,-26,-51,-31,-65,-23,-36,-28,-48,1090,-1841,74
370,0,-37,-39,-42,-42,-46,-40,-52,-48,-86,-26,-34,-46,-40,-46,-36,-69,-38,-36,-48,-37,-70,-34,-49,-44,-53,2018,-3800,74
1332,0,-15,2,10,9,7,8,3,-1,2,12,4,0,-9,4,11,24,13,6,14,-14,-24,8,4,10,6,-686,-1214,-12
968,0,-5,-5,1,1,0,-1,-1,2,1,-2,-1,1,-16,-2,-1,-3,-7,0,-2,-2,4,2,-2,2,-2,644,-1036,12
1454,0,-10,14,9,2,0,-5,1,-10,4,1,-1,-5,7,21,4,-3,-19,3,10,-6,-3,-1,-6,1,-10,-2394,-2822,-31
660,0,16,6,8,3,6,4,5,7,2,-17,9,6,18,2,11,13,8,14,5,7,-8,7,3,-1,-13,-530,-708,-34
433,0,-11,-8,-10,-8,-10,-15,-9,-14,5,26,-5,-8,3,-8,-10,-11,-7,-9,-10,-8,2,-4,-13,-8,-12,594,-643,-62
935,0,5,-12,-14,-15,-7,-11,-8,-13,-2,-11,-10,-9,-5,-14,-11,-8,-14,-8,-8,-9,-5,-11,-9,-9,-15,1072,-962,6
370,0,-10,-13,-19,-17,-14,-12,-8,-9,-11,1,-13,-14,-15,-22,-16,-20,-6,-15,-17,-14,-15,-5,-15,-4,-10,-1400,-222,14
566,0,-19,6,12,13,2,0,5,7,4,19,3,1,-2,5,4,4,1,4,3,2,8,7,-2,5,-3,-2157,2216,13
472,0,-20,-12,-15,-14,-12,-16,-12,-15,3,-10,-13,-16,-2,-17,-16,-21,-10,-16,-19,-16,-11,-7,-20,-11,-15,1997,-3052,-50
353,0,-18,-17,-16,-12,-16,-14,-9,-8,8,29,-16,-15,0,14,-14,-10,-9,-15,-16,-12,2,-13,-19,-14,-6,-3941,-953,-95
1024,0,-3,-3,11,19,2,8,3,10,-1,3,10,8,-10,4,7,1,6,6,9,7,-2,7,12,11,8,1354,-1191,25
824,0,11,-2,-3,7,3,4,7,2,12,-3,3,3,5,-3,2,9,3,6,8,5,10,-3,2,-3,3,99,-469,26
982,0,-36,-26,4,4,-11,-16,-14,-15,-22,-16,-14,-20,-24,-5,-6,-16,-20,-6,-9,-10,-21,-6,-26,4,-10,300,-922,7
928,0,-4,6,8,-9,-1,-5,3,-2,-3,-18,2,1,-10,-12,4,-2,-1,5,-8,-2,-85,4,-4,12,-6,-2926,-250,51
41,0,26,27,29,35,30,26,33,36,55,-14,21,31,36,11,23,63,22,28,42,28,71,25,35,27,38,-3194,2918,-25
144,0,10,7,7,8,2,15,2,12,-11,44,13,7,8,20,13,-8,-2,6,8,5,-78,3,10,1,3,-1142,788,-74
82,0,28,29,28,30,28,24,26,21,24,2,24,28,18,29,26,45,24,31,42,24,28,22,27,22,30,3612,2740,-20
746,0,1,2,-4,-2,-6,-1,-2,-2,-6,-8,1,1,11,-1,-5,12,-19,0,-8,-6,16,-4,-3,-8,-12,-2726,-826,12
619,0,-5,-3,3,9,6,6,4,10,-51,18,-2,5,-32,9,2,36,9,4,4,1,-44,12,7,8,1,-5200,1140,-33
813,0,11,10,4,5,2,8,5,15,12,-8,1,6,5,15,5,12,7,11,10,5,15,0,7,-3,14,61,-1039,22
291,0,-23,-25,-21,-24,-22,-27,-21,-30,-18,-9,-22,-24,-23,-15,-20,-25,-25,-20,-20,-21,-18,-14,-30,-15,-28,799,176,-116
1430,0,22,5,6,-2,2,3,15,-8,10,-32,13,12,32,23,8,11,-2,3,14,12,12,8,8,6,5,-2619,-1814,-28
778,0,7,-2,2,4,6,6,10,13,13,-6,2,6,1,-8,1,8,10,5,6,6,12,3,1,5,7,2352,-2766,38
248,0,-9,-11,-3,-16,-7,-12,-8,-18,-4,4,-6,-10,2,-11,-3,-10,-6,-4,-2,-6,-16,-2,-23,-10,-15,2438,-460,-64
1320,0,5,14,14,-5,8,12,4,3,4,-6,4,3,15,2,15,7,2,7,-1,1,-8,-2,12,2,15,446,-1526,-12
606,0,2,1,1,3,2,0,-2,-4,-24,23,1,0,-1,-7,-1,5,5,3,0,2,-60,1,0,-1,-2,-5510,1976,-34
371,0,-38,-39,-42,-41,-46,-40,-52,-47,-87,-15,-34,-46,-39,-43,-35,-66,-38,-36,-48,-37,-74,-33,-49,-44,-52,2157,-3828,74
1052,0,-11,1,-5,-8,-12,-6,-11,-7,4,-3,-2,-6,22,6,-5,-6,-12,-7,-9,-15,-14,-11,-7,-16,-11,-301,-1028,4
822,0,3,5,2,4,0,5,5,2,6,50,8,6,2,6,0,8,6,2,0,8,24,3,2,0,-9,-3572,974,79
1013,0,10,20,-15,-26,-8,-8,-8,-7,0,0,-3,2,11,4,-11,-8,-4,-10,-12,-4,-9,-14,-3,-13,-10,1185,-1755,22
427,0,-29,-25,-28,-29,-25,-37,-25,-35,-18,0,-25,-28,-15,-30,-29,-29,-25,-26,-31,-24,-11,-18,-37,-19,-33,1246,-72,-64
1401,0,-16,4,5,-8,-2,1,-2,-5,-3,93,-9,-10,7,5,0,-7,-18,-4,-5,-6,3,-9,-8,-10,6,-1072,-1476,-42
321,0,-14,-18,-15,-8,-17,-13,-14,-20,-11,0,-10,-14,-15,-22,-13,-11,-17,-13,-8,-10,-7,-12,-14,-10,-14,574,-342,-100
748,0,4,6,2,3,0,6,6,5,4,0,5,6,4,-5,1,16,-12,5,-3,0,23,3,2,3,-2,-2897,-728,10
994,0,-1,-1,-1,-20,-1,-14,-2,-18,4,-10,-6,-8,-6,-28,-4,-5,-12,-2,14,0,17,-1,-23,4,-23,-1058,1137,42
91,0,14,11,12,18,11,7,19,11,22,9,9,10,23,18,11,20,19,13,31,13,-2,9,13,16,21,3626,2676,-16
126,0,-16,-36,-33,-28,-27,-29,-21,-16,-8,1,-26,-25,-7,-16,-25,-23,-17,-25,-23,-22,-18,-23,-32,-22,-24,2886,910,9
592,0,-10,-11,-11,-5,-9,-10,-16,-19,-28,-12,-8,-15,-11,-19,-9,-22,-12,-9,-5,-8,-67,-9,-15,-11,-14,1492,1655,-40
635,0,-10,-10,-16,-3,-11,-2,-9,2,-57,-3,-7,-1,-4,17,-11,45,-4,-11,-15,-18,-49,-12,-1,-11,-4,-5113,1047,-14
887,0,6,9,-13,-14,-6,-7,-3,-3,-1,5,-6,0,-4,13,-12,-9,-1,-10,-5,-4,3,-7,4,-4,-6,4481,-530,32
957,0,10,10,11,1,9,4,9,-1,14,-20,15,12,9,-10,11,3,8,7,16,5,2,12,7,12,-4,2268,-814,54
1347,0,8,55,44,29,25,27,22,20,25,21,31,28,21,31,35,24,17,30,38,24,2,23,35,21,22,-172,-712,-10
1007,0,-1,-15,-2,1,-4,-2,-9,-7,-10,-2,-1,-4,-1,-14,1,-1,-9,-1,2,-1,-2,-8,-3,-8,-2,817,-1585,6
355,0,-11,-10,-13,-12,-13,-10,-8,-8,-6,9,-13,-13,-2,-2,-12,-16,-9,-13,-12,-12,-13,-2,-10,-10,-11,-896,-268,10
1003,0,-5,-21,28,34,16,13,5,10,2,12,13,9,-18,-5,21,15,5,20,21,15,15,14,7,11,11,602,-1309,0
1483,0,13,31,6,1,6,8,8,0,5,-30,7,1,15,10,12,0,5,14,5,11,-21,5,-1,7,6,-2570,-1837,-32
682,0,-3,-17,-10,-14,-5,-10,1,5,-9,-13,-16,-11,-25,-24,-9,-4,-2,-4,-10,-2,-8,-7,-18,4,-10,616,-1014,-35
827,0,15,7,6,16,10,10,14,11,17,4,9,11,8,10,7,18,8,12,18,11,13,7,10,7,10,64,-732,23
541,0,-1,-3,-9,-2,-6,-5,-8,-15,-25,33,-3,-10,-3,2,-5,-18,-1,-4,1,-2,-46,-5,-10,-13,-12,833,2728,-52
576,0,8,9,7,11,9,9,9,3,-4,7,4,-2,6,11,8,-8,12,11,14,10,-52,3,-1,1,4,1624,578,-49
586,0,14,12,10,17,13,14,8,3,-10,16,13,6,4,1,13,-1,15,14,18,14,-46,15,8,5,4,1570,980,-46
984,0,-40,-24,5,-3,-11,-19,-15,-21,-28,-25,-17,-24,-30,-19,-9,-19,-22,-9,-13,-12,-24,-7,-28,7,-18,247,-1036,6
1233,0,-5,19,10,1,6,6,8,7,20,31,7,4,16,4,11,8,8,4,5,4,17,2,3,9,7,132,-309,6
53,0,21,19,20,22,20,22,25,31,43,-33,9,16,28,14,18,49,31,23,25,19,64,15,22,20,28,1423,2498,-30
138,0,19,16,18,12,11,20,9,16,-2,36,20,16,25,8,21,3,10,18,7,7,-85,10,21,2,18,-1494,520,-76
140,0,-9,0,-6,-5,-2,-4,2,8,4,20,-14,-10,-9,9,-6,-4,8,-5,-2,4,5,-1,-9,-2,1,3055,681,4
217,0,-15,-33,-22,-24,-19,-24,-14,-18,-10,-4,-18,-18,-12,-19,-23,-23,-15,-21,-24,-17,-21,-15,-28,-11,-20,-502,56,10
966,0,3,5,4,-7,3,-3,4,5,12,-2,2,4,7,18,4,-9,6,2,-4,0,30,4,2,1,2,-750,-678,50
362,0,-5,-9,-3,-14,-6,-7,-3,-4,-9,11,-13,-11,-10,-7,-8,-11,-4,-4,-9,-6,-9,0,-13,4,-4,-964,-202,6
164,0,21,21,14,12,20,20,14,13,-30,19,16,12,9,13,19,14,20,17,9,13,-80,18,15,14,8,3008,-124,-30
345,0,-12,-5,-13,-14,-13,-7,-9,-3,-4,8,-8,-7,-3,2,-11,-13,-3,-14,-10,-12,-8,-6,-9,-13,-10,-814,-26,12
720,0,6,6,2,-1,5,5,13,6,4,-6,4,1,20,-3,-2,3,-1,3,-10,8,71,1,-8,3,-6,-4344,506,-2
711,0,9,-4,11,20,8,7,7,12,8,8,10,11,12,7,6,15,9,11,15,11,12,8,10,4,2,584,-1178,68
562,0,15,17,10,16,13,13,10,3,-18,15,13,5,10,12,14,-5,17,16,14,16,-39,6,9,-3,0,1548,1567,-48
10,0,10,8,20,19,16,12,3,4,4,8,18,15,-4,2,22,18,8,21,20,12,15,16,11,3,-1,1163,-110,-4
917,0,4,5,3,-7,-2,-4,-5,-3,-17,-37,2,5,6,-4,1,14,-10,4,-9,-5,-55,3,2,-1,-11,-2999,-430,54
333,0,-11,-9,-6,-12,-9,-12,-14,-16,-4,-4,-12,-12,-5,-22,-6,-3,-7,-2,-7,-6,9,-10,-19,-18,-6,194,-374,-108
793,0,-2,2,-10,-6,-6,-5,-9,-6,-11,-25,-8,-6,-5,-12,-7,2,-6,-1,-3,-3,-1,-8,-13,-15,-3,1304,-2306,32
416,0,-13,-11,-13,-23,-17,-7,-23,-1,-80,29,-8,-12,-32,-12,-8,-37,-16,-11,-35,-14,-60,-7,-20,-18,-27,-1702,-3703,66
94,0,7,17,11,12,7,10,8,14,13,19,6,9,10,15,8,8,13,7,10,8,15,11,23,3,6,535,-204,0
129,0,-8,-17,-23,-20,-19,-19,-15,-8,-6,5,-14,-12,-7,-6,-14,-14,-9,-16,-13,-13,-9,-15,-16,-17,-15,3132,1053,6
399,0,-11,-8,-10,-6,-8,-4,-8,-6,3,7,-11,-11,-16,-9,-8,-5,-4,-7,-3,-5,-15,-5,-12,-9,-7,2235,-320,-81
896,0,4,6,2,-9,-3,-2,0,2,-3,-15,1,6,0,-7,-1,15,-9,0,2,-4,-13,3,5,6,-6,-3150,-360,56
431,0,-16,-13,-15,-14,-14,-22,-13,-21,0,19,-11,-14,0,-18,-15,-17,-12,-14,-17,-12,-2,-8,-19,-11,-18,1089,-374,-64
